x,y,z
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
-2.722986709676656,-0.48863452958708864,0.0
