x,y,z
-0.02354742481609711,-4.857902294247286e-12,0.0
-0.02360376016617336,-4.801241268945307e-12,0.0
-0.023641372733345045,-4.757223785356917e-12,0.0
-0.02369793120765256,-4.6821147920016446e-12,0.0
-0.02373574985982489,-4.62617706018161e-12,0.0
-0.023792659932885277,-4.533868230820548e-12,0.0
-0.023830716585653507,-4.466968873119395e-12,0.0
-0.023868854397378247,-4.395968389956657e-12,0.0
-0.023926174477517558,-4.282160576178777e-12,0.0
-0.02396442876590565,-4.201703771912223e-12,0.0
-0.024021797192454255,-4.074681969013587e-12,0.0
-0.024059983240005613,-3.986111520066917e-12,0.0
-0.024117075149085152,-3.848020235769753e-12,0.0
-0.024154949760206237,-3.752833183867774e-12,0.0
-0.024211369820431785,-3.6060122905729287e-12,0.0
-0.024248654692688332,-3.5058289858140638e-12,0.0
-0.02430397297726788,-3.3527849920468416e-12,0.0
-0.024340378722183472,-3.2493166716586017e-12,0.0
-0.024394166174173785,-3.0926606218918788e-12,0.0
-0.02442941518166677,-2.987667999648683e-12,0.0
-0.024481276102890484,-2.8300518040524324e-12,0.0
-0.024515122657188904,-2.7253016156124704e-12,0.0
-0.024548349747053333,-2.6211358999284056e-12,0.0
-0.024596968433344704,-2.4665842806026936e-12,0.0
-0.02462853238008623,-2.365069459114808e-12,0.0
-0.024674560290162205,-2.2157224085612627e-12,0.0
-0.02470434819086906,-2.1184732295173975e-12,0.0
-0.024747665219889994,-1.976668829412071e-12,0.0
-0.024775630079447615,-1.885176717980646e-12,0.0
-0.024816214734373468,-1.7530430733795473e-12,0.0
-0.02484237396392767,-1.6686455047935918e-12,0.0
-0.02488029748271717,-1.5480442787022179e-12,0.0
-0.024904726729293156,-1.471886871883797e-12,0.0
-0.024940140805033637,-1.364396399134392e-12,0.0
-0.02496296398792091,-1.2974264527959054e-12,0.0
-0.024996083592384387,-1.2042958804045163e-12,0.0
-0.02501746023970263,-1.1472339745718026e-12,0.0
-0.0250485432998208,-1.0693752681275043e-12,0.0
-0.025068654404241414,-1.022710635771326e-12,0.0
-0.02509798018904982,-9.60673764289336e-13,0.0
-0.025117013818016252,-9.246519312029884e-13,0.0
-0.0251356680956379,-8.929013321069004e-13,0.0
-0.025162999654823468,-8.532475082844044e-13,0.0
-0.025180826263388814,-8.320743661530349e-13,0.0
-0.025207036197579406,-8.080870116421087e-13,0.0
-0.025224188858975354,-7.971747727273527e-13,0.0
-0.02524948666261748,-7.882002315602015e-13,0.0
-0.02526608950757215,-7.869936863064685e-13,0.0
-0.025290636250018993,-7.920515827587107e-13,0.0
-0.02530677923835685,-7.998048099906128e-13,0.0
-0.025330683236580893,-8.176326087066802e-13,0.0
-0.02534642091200159,-8.334071568866138e-13,0.0
-0.02536973821554355,-8.624758738657224e-13,0.0
-0.025385091518326075,-8.85206053268048e-13,0.0
-0.025407830676674008,-9.238682071157464e-13,0.0
-0.0254227913513859,-9.523995308529293e-13,0.0
-0.02544492160626659,-9.98827029478811e-13,0.0
-0.025459458554652883,-1.0319024495920777e-12,0.0
-0.025473813613644442,-1.0664356364354805e-12,0.0
-0.025494987255298023,-1.1205168156986512e-12,0.0
-0.025508851170158556,-1.157790274263677e-12,0.0
-0.025529247342451877,-1.2150196903288572e-12,0.0
-0.025542565701211807,-1.2537621131633113e-12,0.0
-0.025562103970180175,-1.3122705919787468e-12,0.0
-0.025574825531017652,-1.3512636267486886e-12,0.0
-0.025593435062642816,-1.4092817616023812e-12,0.0
-0.02560551787298561,-1.4473947071919009e-12,0.0
-0.02562314543884692,-1.5033090769729518e-12,0.0
-0.025634561309867507,-1.5395282509102058e-12,0.0
-0.025651176606137704,-1.5919226975528943e-12,0.0
-0.025661913696428375,-1.6253760444544095e-12,0.0
-0.02567751178414576,-1.6730544865577718e-12,0.0
-0.02568757529119703,-1.703023706582538e-12,0.0
-0.02570217617924563,-1.745036380623663e-12,0.0
-0.02571158710343699,-1.7709816019653944e-12,0.0
-0.025725232753653914,-1.8066618204300195e-12,0.0
-0.02573402529852921,-1.82822664045396e-12,0.0
-0.02574677486833001,-1.857172234419923e-12,0.0
-0.025754992754658628,-1.874182796356381e-12,0.0
-0.025762994342577127,-1.889366570926981e-12,0.0
-0.0257746087251259,-1.9087472277444495e-12,0.0
-0.025782104700615968,-1.91944788692784e-12,0.0
-0.025792997977675793,-1.9322802264136024e-12,0.0
-0.025800037468520005,-1.938770071102823e-12,0.0
-0.02581028064347484,-1.9455819525560363e-12,0.0
-0.025816908447563885,-1.948297057448651e-12,0.0
-0.025826563839882587,-1.9498692998418757e-12,0.0
-0.025832817761011716,-1.949406312212003e-12,0.0
-0.02584193586683244,-1.94674002585297e-12,0.0
-0.02584784522991209,-1.9438351603343757e-12,0.0
-0.025856463440707654,-1.9381332307800225e-12,0.0
-0.025862048870523457,-1.9336519972567265e-12,0.0
-0.02587019206629572,-1.9262853604764707e-12,0.0
-0.02587546646912272,-1.9211716466095245e-12,0.0
-0.025880618706340227,-1.916084323612194e-12,0.0
-0.025888119843141065,-1.908867590948468e-12,0.0
-0.02589297008359097,-1.9045799919604296e-12,0.0
-0.025900021105539874,-1.89936283278466e-12,0.0
-0.02590457311619616,-1.896943973126668e-12,0.0
-0.02591118005032643,-1.8953309911395926e-12,0.0
-0.025915438802079728,-1.895847410629136e-12,0.0
-0.02592161167092595,-1.899422252206539e-12,0.0
-0.02592558615984316,-1.9039071571284677e-12,0.0
-0.025931342826391604,-1.9141749537883957e-12,0.0
-0.025935048300280417,-1.9235955413765313e-12,0.0
-0.025940417184076667,-1.9419390818344974e-12,0.0
-0.025943876479419297,-1.957166159703704e-12,0.0
-0.025948897774238422,-1.9848039731530463e-12,0.0
-0.025952141572121775,-2.0065855644409326e-12,0.0
-0.025956866769381855,-2.0445290727823936e-12,0.0
-0.025959932704097476,-2.0734584680905622e-12,0.0
-0.025964422422073096,-2.1224706917548894e-12,0.0
-0.025967353109138374,-2.1589674767061333e-12,0.0
-0.025971673425858082,-2.219531904296175e-12,0.0
-0.02597451360395542,-2.263813602983423e-12,0.0
-0.025977329932464308,-2.3112227774637703e-12,0.0
-0.025981524358596613,-2.3881704690458734e-12,0.0
-0.025984309773113567,-2.443313370629444e-12,0.0
-0.02598848585110717,-2.531666314445379e-12,0.0
-0.025991275814388717,-2.594224442994705e-12,0.0
-0.025995480015329957,-2.6933336950050056e-12,0.0
-0.02599830035824223,-2.7627628416030285e-12,0.0
-0.02600256272068258,-2.871619804594073e-12,0.0
-0.026005427203596547,-2.947123201901186e-12,0.0
-0.026009758428275596,-3.064367647914256e-12,0.0
-0.02601266739725151,-3.144924016102803e-12,0.0
-0.026017057825595165,-3.2688494767840705e-12,0.0
-0.02601999822854133,-3.353204438024465e-12,0.0
-0.026024418952672115,-3.481759951405445e-12,0.0
-0.026027365811624806,-3.568455469957617e-12,0.0
-0.026031771963789814,-3.699334971881416e-12,0.0
-0.026034691259906335,-3.786741892919321e-12,0.0
-0.026039027308528476,-3.917362596374205e-12,0.0
-0.02604188009548712,-4.003674543706144e-12,0.0
-0.026044695200372003,-4.0890122332226146e-12,0.0
-0.026048834090315484,-4.214504726473956e-12,0.0
-0.02605152944655652,-4.296018232634563e-12,0.0
-0.02605546463881423,-4.41424427729601e-12,0.0
-0.026058010576439607,-4.4898782885469005e-12,0.0
-0.026061706399006575,-4.5977140129542495e-12,0.0
-0.02606408617383607,-4.665372115088551e-12,0.0
-0.02606752984616162,-4.759673850626436e-12,0.0
-0.026069744062209858,-4.817269581642015e-12,0.0
-0.02607295143745011,-4.894938953897693e-12,0.0
-0.026075021175521886,-4.940434646790886e-12,0.0
-0.02607804022314648,-4.99847462228002e-12,0.0
-0.026080008476227844,-5.029928228619163e-12,0.0
-0.026082919998479604,-5.0655281617443486e-12,0.0
-0.026084851147968574,-5.08114192482844e-12,0.0
-0.026087766453366093,-5.09174175655808e-12,0.0
-0.026089743689455692,-5.08991380353848e-12,0.0
-0.026091766039945286,-5.080710283998243e-12,0.0
-0.026094919973395126,-5.052637678568642e-12,0.0
-0.026097127462973758,-5.024151315561235e-12,0.0
-0.02610063880366181,-4.966380865691962e-12,0.0
-0.026103138000162222,-4.917655170476594e-12,0.0
-0.02610716595102638,-4.8290004132215846e-12,0.0
-0.026110060639541202,-4.759419385826187e-12,0.0
-0.026114754014591735,-4.639236946454251e-12,0.0
-0.026118136891345005,-4.548565121314584e-12,0.0
-0.026123621736305627,-4.396802163871916e-12,0.0
-0.026127566376673156,-4.285213849547494e-12,0.0
-0.026133934539907016,-4.102455488846156e-12,0.0
-0.0261384883563334,-3.970563442340635e-12,0.0
-0.026145788062317835,-3.758067374501743e-12,0.0
-0.026150966925322556,-3.6069336632879408e-12,0.0
-0.026156392527248763,-3.44850469477498e-12,0.0
-0.026164981381664495,-3.1977860077950572e-12,0.0
-0.026170995759455803,-3.022376493632669e-12,0.0
-0.026180422916977638,-2.7477413651403736e-12,0.0
-0.02618695846379785,-2.557524283052487e-12,0.0
-0.02619709831646931,-2.2625276433155938e-12,0.0
-0.026204056308148333,-2.0600574464166247e-12,0.0
-0.026214740793003427,-1.748829382139869e-12,0.0
-0.026221997622879883,-1.5370621953944793e-12,0.0
-0.026233027446740057,-1.2143108859030612e-12,0.0
-0.026240443253814246,-9.965464147860245e-13,0.0
-0.026251602329649088,-6.67432544498923e-13,0.0
-0.02625903146303911,-4.472406480412067e-13,0.0
-0.02627010356572169,-1.1729045525200726e-13,0.0
-0.02627740613701337,1.0155473426660775e-13,0.0
-0.02628819255592915,4.2657971078951365e-13,0.0
-0.026295246210076197,6.401837816836155e-13,0.0
-0.026305583034508615,9.544001736781043e-13,0.0
-0.02631229400741585,1.1588365118764118e-12,0.0
-0.026322067644921114,1.4563815195921518e-12,0.0
-0.026328380189874233,1.6477810345472773e-12,0.0
-0.026334527665180782,1.8329102260916028e-12,0.0
-0.026343443148680975,2.0975776573782268e-12,0.0
-0.026349190698226266,2.2645174554255502e-12,0.0
-0.02635754103375471,2.4993175556208834e-12,0.0
-0.02636294651348736,2.644695363989371e-12,0.0
-0.026370855113179183,2.844814776814471e-12,0.0
-0.026376024480437264,2.965603229073669e-12,0.0
-0.02638368378694788,3.1268012716228032e-12,0.0
-0.026388766059070572,3.22038788106176e-12,0.0
-0.02639642722068878,3.339087247503401e-12,0.0
-0.026401605874161935,3.403326132755829e-12,0.0
-0.02640956352261547,3.4766965626472656e-12,0.0
-0.026415044894710117,3.509969876276219e-12,0.0
-0.026423617806053932,3.5359940479938726e-12,0.0
-0.026429617143701886,3.5372383344031002e-12,0.0
-0.02643588304036347,3.525500261462114e-12,0.0
-0.02644585236360377,3.4834742124956075e-12,0.0
-0.02645292343061971,3.4391880925481913e-12,0.0
-0.026464237304635013,3.3484887620801813e-12,0.0
-0.026472287750871182,3.271988529422422e-12,0.0
-0.026485178507159264,3.1335578222746045e-12,0.0
-0.026494340921591766,3.025763548582715e-12,0.0
-0.02650896944852072,2.84140574826734e-12,0.0
-0.026519323485250518,2.7037981362343365e-12,0.0
-0.026535764691991665,2.4761400387985245e-12,0.0
-0.026547329198450126,2.3107340127317888e-12,0.0
-0.026565563220781623,2.043179052365921e-12,0.0
-0.026578292518045755,1.8524923697898447e-12,0.0
-0.02659820252283659,1.5491914801648942e-12,0.0
-0.026611987261568507,1.3362133076804498e-12,0.0
-0.026633364252850775,1.001902033251772e-12,0.0
-0.026648036940229776,7.69948233671929e-13,0.0
-0.026670591403363787,4.098743787692796e-13,0.0
-0.026685936291503787,1.6262452341601295e-13,0.0
-0.026701481370195308,-8.964996802839882e-14,0.0
-0.026725082730696362,-4.760650668171138e-13,0.0
-0.026740943481869475,-7.380454956101317e-13,0.0
-0.026764815739562863,-1.1358816970986064e-12,0.0
-0.026780721628173125,-1.4033543047075696e-12,0.0
-0.026804461512093654,-1.80620489720847e-12,0.0
-0.02682014977554271,-2.0748488980581624e-12,0.0
-0.026843379717424325,-2.476183163147677e-12,0.0
-0.026858613910700366,-2.7416355017623833e-12,0.0
-0.026881009010913687,-3.1349186433611592e-12,0.0
-0.026895596101515686,-3.3928340737537677e-12,0.0
-0.026916907930647094,-3.771590007808262e-12,0.0
-0.026930712657049844,-4.017696288509967e-12,0.0
-0.026950788084336253,-4.375609495873033e-12,0.0
-0.026963743469866262,-4.6057692171038e-12,0.0
-0.026976356903737696,-4.828427830998312e-12,0.0
-0.026994650286724334,-5.146993223007788e-12,0.0
-0.027006445460692852,-5.348211860425877e-12,0.0
-0.02702358200832178,-5.631846676925605e-12,0.0
-0.02703466955757883,-5.807992543775554e-12,0.0
-0.02705086681277605,-6.051457687651184e-12,0.0
-0.027061423960443566,-6.1991834511277394e-12,0.0
-0.027076991324529096,-6.397689842749492e-12,0.0
-0.027087250112903846,-6.513980596488579e-12,0.0
-0.027102567924333985,-6.6632933905303765e-12,0.0
-0.02711279930868108,-6.7455207201222445e-12,0.0
-0.027128292483133466,-6.842009217482648e-12,0.0
-0.027138787377489055,-6.887976648401755e-12,0.0
-0.027154895438556825,-6.928705593899082e-12,0.0
-0.02716594404228121,-6.936705081441557e-12,0.0
-0.027183089663797518,-6.919505531208044e-12,0.0
-0.0271949605450357,-6.8883690888577474e-12,0.0
-0.027213518865656382,-6.8119284737461085e-12,0.0
-0.027226439313097348,-6.741081942668607e-12,0.0
-0.027246710255405874,-6.60501192966335e-12,0.0
-0.027260849337098145,-6.494527443317535e-12,0.0
-0.02727550759114439,-6.368359439023006e-12,0.0
-0.027298490557317447,-6.150074428952108e-12,0.0
-0.027314482548569576,-5.9855208614882e-12,0.0
-0.02733946993487833,-5.710851265928659e-12,0.0
-0.027356781601712045,-5.509678260146377e-12,0.0
